|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
266391|11696318-101001179575|10726 OLYMPIA, HOUSTON TX 77042|HARRIS|G|BRIAR FOREST|0923580000002||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-01 23:36:38|2013-11-04 23:36:38|2013-11-04 09:40:01|-0.58|Flooding-101001179575|3057849.1102|13833948.1463|29.74370879|-95.56665116|Voice In
266418|11696334-101001179603|2200 TEXAS, HOUSTON TX 77003|HARRIS|I|DOWNTOWN|1324630010001||||||493R|East Downtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-02 02:08:38|2013-11-05 02:08:38|2013-11-04 10:45:01|-0.64|Flooding-101001179603|3125735.98657|13839078.4946|29.75215997|-95.35231963|Voice In
266438|11696344-101001179623|4602 CARMEN, HOUSTON TX 77051|HARRIS|D|SUNNYSIDE|0800670000028|SE|SE|FRIDAY|4th Friday|FRIDAY-A|573D|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-02 04:53:35|2013-11-05 04:53:34|2013-11-03 11:45:01|-1.71|Flooding-101001179623|3124891.4023|13804386.3251|29.65687352|-95.35838399|Voice In
266442|11696347-101001179627|2630 FOUNTAIN VIEW, HOUSTON TX 77057|HARRIS|G|GREATER UPTOWN|0990760000002||||||491S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-02 05:18:35|2013-11-05 05:18:35|2013-11-03 01:25:00|-2.16|Flooding-101001179627|3083571.72346|13833572.7481|29.74057605|-95.48566386|Voice In
267655|11696838-101001180896|Intersection 7900 ROWAN LN & 7200 WALDO DR||J|SHARPSTOWN||SW|SW|TUESDAY|2nd Monday|Tuesday-b|530K|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-04 09:29:29|2013-11-07 09:29:28|2013-11-05 12:00:01|-1.9|Flooding-101001180896|3070648.80967|13818662.1847|||Voice In
268030|11696970-101001181346|717 E 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|0351040680022|NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|453S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-04 12:20:40|2013-11-07 12:20:40|2013-11-05 09:20:01|-2.13|Flooding-101001181346|3112994.31881|13858836.3737|29.8075548|-95.39053506|Voice In
270919|11698054-101001184604|733 E 21ST, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|0060580000003|NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|453S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-06 17:35:56|2013-11-09 17:35:56|2013-11-07 04:40:01|-2.54|Flooding-101001184604|3113433.63092|13858213.0426|29.80574964|-95.38913638|Voice In
281149|11702342-101001196495|5738 BAYOU GLEN, HOUSTON TX 77057|HARRIS|G|GREATER UPTOWN|0832640000004||||||491K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-19 12:52:13|2013-11-22 12:52:12|2013-11-20 10:00:01|-2.12|Flooding-101001196495|3085242.97077|13843086.8478|29.7665899|-95.47949746|Voice In
282010|11702669-101001197503|1615 EVERETT, HOUSTON TX 77009|HARRIS|H|NEAR NORTHSIDE|0031700000011|NE|NW|FRIDAY|1st Friday|FRIDAY-B|493H|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-20 11:15:00|2013-11-23 11:15:00|2013-11-21 14:40:01|-1.86|Flooding-101001197503|3123275.12961|13847129.09|29.77449924|-95.35928169|Voice In
283778|11703399-101001199588|5618 W BELLFORT, HOUSTON TX 77035|HARRIS|K|WESTBURY|0881020090023|SW|SE|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:21:07|2013-11-25 09:21:07|2013-11-22 11:00:01|-2.93|Flooding-101001199588|3084591.10593|13803389.9472|29.657525|-95.48531097|Voice In
283782|11703401-101001199592|Intersection 2600 KIRBY DR & 2600 WESTHEIMER RD|Harris County|C|GREENWAY / UPPER KIRBY AREA|||||||492U|HCID #3 (Upper Kirby)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:27:26|2013-11-25 09:27:26|2013-11-22 14:40:02|-2.78|Flooding-101001199592|3104768.31394|13834850.113|29.74231919|-95.41877736|Voice In
283790|11703402-101001199606|Intersection 100 CROSSTIMBERS ST & 100 W CROSSTIMBERS ST & 4400 YALE ST|Harris County|H|INDEPENDENCE HEIGHTS|||||||452M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:31:20|2013-11-25 09:31:20|2013-11-22 13:20:01|-2.84|Flooding-101001199606|3109825.77233|13866237.6368|29.82816686|-95.39980327|Voice In
283796|11703406-101001199614|Intersection 7200 COLTON ST & 10300 KELBURN DR|Harris County|B|EAST LITTLE YORK / HOMESTEAD||NE|NW|TUESDAY|2nd Tuesday|TUESDAY-A|415W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:34:53|2013-11-25 09:34:53|2013-11-22 13:20:01|-2.84|Flooding-101001199614|3141228.55565|13879137.7898|29.86092927|-95.29952443|Voice In
283797|11703405-101001199615|Intersection 0 W IH 10 HWY & 6700 WASHINGTON AVE|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||492F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:35:16|2013-11-25 09:35:16|2013-11-22 09:40:01|-3.0|Flooding-101001199615|3101172.42349|13847502.4859|29.77739938|-95.42888635|Voice In
283801|11703409-101001199620|Intersection 2800 BENNINGTON ST & 6900 JENSEN DR|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:38:18|2013-11-25 09:38:18|2013-11-22 13:40:02|-2.83|Flooding-101001199620|3128040.74508|13864519.9739|29.82189165|-95.34255253|Voice In
283813|11703415-101001199633|Intersection 0 W LOOP S & 4756 WESTPARK DR|Harris County|G|GREENWAY / UPPER KIRBY AREA|||||||491Z|Uptown Houston MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:42:28|2013-11-25 09:42:27|2013-11-22 12:20:01|-2.89|Flooding-101001199633|3092020.00315|13828621.3013|29.72626499|-95.45952617|Voice In
283817|11703417-101001199638|8923 MANUS, HOUSTON TX 77093|HARRIS|H|EASTEX - JENSEN AREA|0761230010001|NE|SW|MONDAY|2nd Thursday|Monday|454E|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:44:10|2013-11-25 09:44:07|2013-11-22 13:40:03|-2.84|Flooding-101001199638|3129384.76733|13871677.5183|29.84144925|-95.33760919|Voice In
283819|11703418-101001199640|Intersection 1500 W 11TH ST & 1100 N DURHAM DR|Harris County|C|GREATER HEIGHTS|||||||452Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:44:19|2013-11-25 09:44:19|2013-11-22 13:00:01|-2.86|Flooding-101001199640|3106446.3785|13852385.9063|29.79037858|-95.41179668|Voice In
283824|11703420-101001199646|Intersection 0 MEMORIAL SERVICE RD & 16 SHEPHERD DR|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||492M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:46:18|2013-11-25 09:46:18|2013-11-22 11:40:01|-2.92|Flooding-101001199646|3107690.60238|13841910.6953|29.76148037|-95.40888975|Voice In
283825|11703422-101001199647|710 E HEIGHTS HOLLOW, HOUSTON TX 77007|HARRIS|H|WASHINGTON AVENUE COALITION / MEMORIAL P|1220910020044||||||493J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:46:35|2013-11-25 09:46:34|2013-11-22 12:40:02|-2.88|Flooding-101001199647|3113849.32826|13844165.82|29.76715764|-95.38926828|Voice In
283826|11703419-101001199648|Intersection 1400 W 43RD ST & 4300 OAK FOREST DR|Harris County|C|CENTRAL NORTHWEST||NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:47:00|2013-11-25 09:47:00|2013-11-22 12:40:01|-2.88|Flooding-101001199648|3098828.59944|13865920.8113|29.82822234|-95.4345016|Voice In
283827|11703423-101001199649|Intersection 4900 DARLING ST & 2300 N DURHAM DR|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P||NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|492C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:47:09|2013-11-25 09:47:08|2013-11-22 13:40:03|-2.84|Flooding-101001199649|3106879.37107|13848603.9362|29.77994658|-95.41079809|Voice In
283836|11703425-101001199660|Intersection 1000 NATIONAL ST & 2800 WASHINGTON AVE|Harris County|H|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||493E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:49:53|2013-11-25 09:49:52|2013-11-22 13:05:01|-2.86|Flooding-101001199660|3114365.02243|13844731.6585|29.76866917|-95.3875885|Voice In
283840|11703429-101001199666|5102 INGOMAR, HOUSTON TX 77053|HARRIS|K|CENTRAL SOUTHWEST|1024770000074|SW|SW|FRIDAY|4th Thursday|FRIDAY-B|571Z|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:51:54|2013-11-25 09:51:44|2013-11-22 11:45:01|-2.92|Flooding-101001199666|3094461.55306|13783129.4759|29.601013|-95.45617957|Voice In
283842|11703431-101001199668|803 E HEIGHTS HOLLOW, HOUSTON TX 77007|HARRIS|H|WASHINGTON AVENUE COALITION / MEMORIAL P|1220910030039||||||493J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:52:15|2013-11-25 09:52:15|2013-11-22 12:40:01|-2.88|Flooding-101001199668|3113712.53129|13844281.8041|29.76748806|-95.38968797|Voice In
283843|11703428-101001199670|Intersection 2700 NORTH FWY & 100 PATTON ST|Harris County|H|NEAR NORTHSIDE|||||||453Y|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:52:34|2013-11-25 09:52:34|2013-11-22 13:20:01|-2.86|Flooding-101001199670|3119183.24279|13855601.181|29.79813579|-95.37134562|Voice In
283848|11703433-101001199676|Intersection 6800 FANNIN ST & 1102 HOLCOMBE BLVD|Harris County|D|MEDICAL CENTER AREA|||||||532H|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:54:41|2013-11-25 09:54:40|2013-11-22 11:20:02|-2.94|Flooding-101001199676|3110171.39073|13821886.6569|29.7062301|-95.40301521|Voice In
283849|11703432-101001199677|Intersection 5900 BELLFORT ST & 7800 CRESTMONT ST|Harris County|D|SOUTH PARK||SE|SE|FRIDAY|4th Wednesday|FRIDAY-A|534X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:54:47|2013-11-25 09:54:47|2013-11-22 11:25:00|-2.94|Flooding-101001199677|3134210.46896|13808173.7352|29.66648297|-95.32868203|Voice In
283853|11703434-101001199683|15315 LONG LOOK, HOUSTON TX 77053|HARRIS|K|CENTRAL SOUTHWEST|0821770000015|SW||FRIDAY|4th Thursday||571Z|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 09:56:33|2013-11-25 09:56:33|2013-11-22 11:40:01|-2.93|Flooding-101001199683|3093954.07343|13784198.0355|||Voice In
283868|11703440-101001199702|1240 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|1331270010007|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:03:24|2013-11-25 10:03:23|2013-11-22 14:20:02|-2.82|Flooding|||29.80656029|-95.42155104|WEB
283885|11703446-101001199722|Intersection 10920 BENTLEY RD & 3100 SAGEBRUSH DR||B|EASTEX - JENSEN AREA|||||||414T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:13:47|2013-11-25 10:13:47|2013-11-22 15:00:10|-2.8|Flooding-101001199722|3129681.10958|13883693.5268|29.87445068|-95.33548747|Voice In
283894|11703451-101001199732|6102 DASHWOOD, HOUSTON TX 77081|HARRIS|J|GULFTON|0750370020006|SW|SW|TUESDAY|1st Friday|Tuesday-b|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:17:44|2013-11-25 10:17:44|2013-11-22 15:00:10|-2.8|Flooding-101001199732|3082748.4213|13821543.3161|||Voice In
283904|11703453-101001199743|Intersection 800 CAVALCADE ST & 4700 IRVINGTON BLVD|Harris County|H|NEAR NORTHSIDE||NE|NW|FRIDAY|1st Friday|FRIDAY-B|453V|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:22:09|2013-11-25 10:22:09|2013-11-22 14:45:02|-2.82|Flooding-101001199743|3122387.30823|13857586.1465|29.80331803|-95.36105347|Voice In
283931|11703464-101001199779|6202 N MAIN, HOUSTON TX 77009|HARRIS|H|GREATER HEIGHTS|0342190010001|NW|NW|THURSDAY|1st Friday|THURSDAY-A|453S|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:34:24|2013-11-25 10:34:24|2013-11-22 15:00:10|-2.82|Flooding-101001199779|3113513.92473|13858609.758|29.80688781|-95.38891945|Voice In
283932|11703466-101001199780|8307 BELLAIRE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0900300000011|SW|SW|TUESDAY|2nd Monday|TUESDAY-B|530F|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:35:41|2013-11-25 10:35:41|2013-11-22 12:00:01|-2.94|Flooding-101001199780|3069387.02381|13820084.9548|29.70466502|-95.53160325|Voice In
283954|11703470-101001199811|Intersection 1300 W 23RD ST & 2300 BEVIS ST|Harris County|C|GREATER HEIGHTS||NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:52:17|2013-11-25 10:52:17|2013-11-22 15:20:02|-2.81|Flooding|||29.80669225|-95.42241667|WEB
283960|11703473-101001199817|6611 LAUGHLIN, HOUSTON TX 77489|FORT BEND|K|FORT BEND HOUSTON|2150030101500907|SW|SW|FRIDAY|3rd Friday|FRIDAY-A|571W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 10:55:01|2013-11-25 10:55:00|2013-11-22 15:25:02|-2.81|Flooding-101001199817|3085915.93|13781465.65|29.59714868|-95.48321699|Voice In
284029|11703489-101001199901|Intersection 4300 BEECHNUT ST & 4140 N BRAESWOOD BLVD|Harris County|C|BRAESWOOD|||||||531R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 11:38:11|2013-11-25 11:38:11|2013-11-22 15:20:02|-2.85|Flooding-101001199901|3096378.32875|13815544.6338|29.68995666|-95.44705199|Voice In
284040|11703491-101001199913|11440 CLAY, HOUSTON TX 77041|HARRIS|A|WESTBRANCH|1199580000002||||||449G|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 11:46:31|2013-11-25 11:46:31|2013-11-22 14:20:02|-2.89|Flooding-101001199913|3056945.06838|13866303.8086|29.83272101|-95.56650581|Voice In
284060|11703501-101001199935|Intersection 3100 MAXROY ST & 6400 TOLEDO||C|LAZYBROOK / TIMBERGROVE||NW|NE|THURSDAY|3rd Wednesday||492B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 12:01:40|2013-11-25 12:01:40|2013-11-22 13:45:01|-2.93|Flooding-101001199935|3100366.55371|13850580.9355|||Voice In
284094|11703515-101001199970|Intersection 1438 COOL SPRING DR & 8826 RUTHERFORD LN|Harris County|B|ACRES HOME||NW|NW|TUESDAY|3rd Friday|TUESDAY-B|412K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 12:15:53|2013-11-25 12:15:53|2013-11-22 14:20:02|-2.91|Flooding-101001199970|3100751.50275|13887919.0026|29.88852621|-95.42632006|Voice In
284129|11703532-101001200005|Intersection 2 EL DORADO BLVD & 18300 GULF FWY|Harris County|E|CLEAR LAKE|||||||617V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 12:35:24|2013-11-25 12:35:24|2013-11-22 15:40:05|-2.87|Flooding-101001200005|3190908.058|13768794.2142|29.55323057|-95.15431981|Voice In
284191|11703561-101001200084|Intersection 900 SNOVER ST & 4322 WASHINGTON AVE|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P||NW|NW|MONDAY|1st Wednesday|MONDAY-A|492H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 13:13:42|2013-11-25 13:13:42|2013-11-22 14:40:02|-2.94|Flooding-101001200084|3108861.49932|13845178.8728|29.77036471|-95.40488442|Voice In
284200|11703564-101001200093|Intersection 8600 W BELLFORT ST & 11300 S GESSNER RD|Harris County|K|BRAYS OAKS|||||||570B|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 13:21:56|2013-11-25 13:21:55|2013-11-22 14:00:01|-2.97|Flooding-101001200093|3071051.84561|13802315.531|29.65568361|-95.52802275|Voice In
284234|11703578-101001200131|10702 HILLCROFT, HOUSTON TX 77096|HARRIS|K|WESTBURY|0880660000063|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 13:42:33|2013-11-25 13:42:33|2013-11-22 15:05:01|-2.94|Flooding-101001200131|3082194.31742|13805922.7912|29.66468524|-95.49261504|Voice In
284378|101001200314|9714 MARIPOSA, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0761850060011|SW|SE|THURSDAY|3rd Monday|THURSDAY-A|532T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 15:09:08|2013-11-25 15:09:07|2013-11-26 13:39:08|0.94|Flooding|||29.68094807|-95.42912891|Voice In
284394|11703628-101001200340|1240 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|1331270010007|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 15:21:29|2013-11-25 15:21:29|2013-11-22 15:40:05|-2.99|Flooding|||29.80656029|-95.42155104|WEB
284495|11703658-101001200464|1244 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|1331270010009|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 16:33:21|2013-11-25 16:33:21|2013-11-23 11:40:02|-2.2|Flooding|||29.80642307|-95.42154767|WEB
284621|11703703-101001200608|Intersection 5400 BEECHNUT ST & 8500 BRAESMONT DR|Harris County|C|MEYERLAND AREA||SW|SE|TUESDAY|2nd Wednesday|TUESDAY-B|531P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 20:06:29|2013-11-25 20:06:29|2013-11-23 12:20:02|-2.32|Flooding-101001200608|3086131.45029|13814924.4579|29.68910399|-95.47937006|Voice In
284656|11703716-101001200643|1245 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|0561650000348|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 22:47:39|2013-11-25 22:47:39|2013-11-23 11:40:02|-2.46|Flooding-101001200643|3103033.57233|13858333.296|29.80701359|-95.42197774|Voice In
284657|11703717-101001200644|1245 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|0561650000348|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-22 22:53:31|2013-11-25 22:53:31|2013-11-23 06:40:02|-2.68|Flooding-101001200644|3103033.57233|13858333.296|29.80701359|-95.42197774|Voice In
284921|11703841-101001200909|2611 LINK, HOUSTON TX 77009|HARRIS|H|GREATER HEIGHTS|1269590010002|NW|NW|THURSDAY|1st Friday|THURSDAY-A|453T|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-23 12:09:04|2013-11-26 12:09:04|2013-11-23 19:40:02|-2.69|Flooding-101001200909|3115098.36972|13859983.8334|29.81053006|-95.38379174|Voice In
285208|11703948-101001201203|5403 BEECHNUT, HOUSTON TX 77096|HARRIS|C|MEYERLAND AREA|0870510000010|SW|SE|TUESDAY|2nd Wednesday|TUESDAY-B|531P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-23 22:26:14|2013-11-26 22:26:14|2013-11-24 03:45:01|-2.78|Flooding-101001201203|3086063.42287|13814797.1508|29.68875967|-95.47959629|Voice In
285640|11704144-101001201678|2611 LINK, HOUSTON TX 77009|HARRIS|H|GREATER HEIGHTS|1269590010002|NW|NW|THURSDAY|1st Friday|THURSDAY-A|453T|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 09:13:29|2013-11-25 09:13:29|2013-11-26 12:20:15|1.13|Flooding|||29.81053006|-95.38379174|WEB
286182|11704330-101001202354|Intersection 4000 BARNES ST & 800 LEVERKUHN ST|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P||NW|NW|MONDAY|1st Wednesday|MONDAY-A|492H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 15:55:00|2013-11-28 15:55:00|2013-11-27 12:09:58|-1.16|Flooding|||29.76882366|-95.40087131|Unknown
286306|11704369-101001202519|8307 BELLAIRE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0900300000011|SW|SW|TUESDAY|2nd Monday|TUESDAY-B|530F|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 18:08:56|2013-11-28 18:08:56|2013-11-26 06:09:59|-2.5|Flooding-101001202519|3069387.02381|13820084.9548|29.70466502|-95.53160325|Voice In
286315|11704376-101001202528|Intersection 0 S US 59 HWY & 1300 WHEELER ST|Harris County|D|MUSEUM PARK|||||||493X|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 18:29:14|2013-11-28 18:29:14|2013-11-26 14:09:59|-2.18|Flooding-101001202528|3117106.2909|13831644.286|29.73246285|-95.38022859|Voice In
286316|11704374-101001202529|101 WESTCOTT, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|1150060170004||||||492L||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 18:29:21|2013-11-28 18:29:21|2013-11-27 09:29:59|-1.37|Flooding-101001202529|3103936.32184|13841263.6297|29.76001822|-95.42077951|Voice In
286336|11704382-101001202549|1240 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|1331270010007|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 19:06:47|2013-11-28 19:06:47|2013-11-26 09:49:59|-2.39|Flooding|||29.80656029|-95.42155104|WEB
286344|101001202557|Intersection 9150 HEMPSTEAD RD & 1500 W LOOP FWY N|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||451Z|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 19:37:34|2013-11-28 19:37:34|2013-12-03 09:23:05|4.57|Flooding|||29.79430589|-95.45030204|Voice In
286359|11704395-101001202572|1238 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|1280040010013|NW|NW|THURSDAY|3rd Wednesday|Thursday-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 20:26:06|2013-11-28 20:26:06|2013-11-25 23:49:58|-2.86|Flooding-101001202572|3103234.73728|13858159.6198|29.80651928|-95.42136047|Voice In
286384|11704405-101001202598|1238 W 23RD, HOUSTON TX 77008|HARRIS|C|GREATER HEIGHTS|1280040010013|NW|NW|THURSDAY|3rd Wednesday|Thursday-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-25 22:03:04|2013-11-28 22:03:03|2013-11-25 23:49:58|-2.93|Flooding-101001202598|3103234.73728|13858159.6198|29.80651928|-95.42136047|Voice In
286437|11704429-101001202654|Intersection 0 HARDY TOLL HWY & 10 SB HARDY TOLL - WB N 610 E RD|Harris County|H|NEAR NORTHSIDE|||||||453R|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 06:34:43|2013-11-29 06:34:43|2013-11-26 07:09:59|-2.98|Flooding-101001202654|3124450.36841|13862847.1852|29.81760203|-95.35403446|Voice In
286448|11704435-101001202665|10630 HILLCROFT, HOUSTON TX 77096|HARRIS|K|WESTBURY|0880660000034|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 07:10:08|2013-11-29 07:10:07|2013-11-26 09:09:59|-2.92|Flooding-101001202665|3082190.83186|13805991.0001|29.66487302|-95.49261957|Voice In
